price,amenities_count,ciudad,idx_original,kmeans_cluster,jer_cluster,dbscan_cluster,amenities,number_of_reviews_ltm,host_listings_count,estimated_occupancy_l365d,estimated_revenue_l365d
55.0,41,Barcelona,21741,0,0,0,"[""Bed linens"", ""Oven"", ""Central heating"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Central air conditioning"", ""Cooking basics"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""Courtyard view"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Portable fans"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Gas stove"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Free washer \u2013 In unit"", ""Cleaning products"", ""Coffee maker"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Laundromat nearby"", ""Refrigerator"", ""TV"", ""Essentials""]",4,2.0,248,13640.0
379.0,27,Barcelona,21753,1,0,0,"[""Hangers"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee maker"", ""Dryer"", ""Heating"", ""Host greets you"", ""Kitchen"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Shampoo"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Washer"", ""TV"", ""High chair"", ""Essentials"", ""Microwave"", ""Patio or balcony"", ""Hair dryer"", ""Bathtub"", ""Hot water"", ""Cooking basics"", ""Wifi""]",0,16.0,0,0.0
50.0,35,Barcelona,21979,0,0,0,"[""Stainless steel oven"", ""Hangers"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Long term stays allowed"", ""Coffee maker"", ""Drying rack for clothing"", ""Beach access \u2013 Beachfront"", ""Heating"", ""Paid parking off premises"", ""Host greets you"", ""Fire extinguisher"", ""Kitchen"", ""Air conditioning"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Bed linens"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""Washer"", ""TV"", ""High chair"", ""Baby bath - available upon request"", ""Essentials"", ""Laundromat nearby"", ""Microwave"", ""Patio or balcony"", ""Hair dryer"", ""Clothing storage: closet"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Wifi"", ""Crib - available upon request""]",8,3.0,255,12750.0
289.0,41,Barcelona,28484,1,0,0,"[""Bed linens"", ""Oven"", ""Conditioner"", ""Dishwasher"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Paid parking on premises"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Bidet"", ""Kitchen"", ""Toaster"", ""Bathtub"", ""Dining table"", ""Wine glasses"", ""Dryer"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Dedicated workspace"", ""Iron"", ""Pets allowed"", ""Ethernet connection"", ""Cleaning products"", ""Coffee maker"", ""Shower gel"", ""Dishes and silverware"", ""Refrigerator"", ""Blender"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Outdoor shower"", ""Air conditioning""]",67,2.0,255,73695.0
148.0,27,Barcelona,33875,2,0,0,"[""Bed linens"", ""Conditioner"", ""Coffee"", ""Coffee maker: drip coffee maker, Nespresso"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Kitchen"", ""Toaster"", ""Dining table"", ""Wine glasses"", ""Host greets you"", ""Shower gel"", ""Laundromat nearby"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Freezer"", ""Essentials"", ""Air conditioning""]",22,3.0,132,19536.0
75.0,15,Barcelona,24723,2,0,0,"[""Wifi"", ""Washer"", ""Kitchen"", ""Shampoo"", ""Elevator"", ""Dishes and silverware"", ""Hangers"", ""Hair dryer"", ""Iron"", ""Hot water"", ""TV"", ""Essentials"", ""Heating"", ""Air conditioning"", ""Private patio or balcony""]",2,1.0,128,9600.0
87.0,29,Barcelona,34333,2,0,0,"[""Hangers"", ""Dedicated workspace"", ""Refrigerator"", ""Stove"", ""Elevator"", ""Long term stays allowed"", ""Coffee maker"", ""Drying rack for clothing"", ""Extra pillows and blankets"", ""Heating"", ""Outdoor furniture"", ""Clothing storage"", ""Kitchen"", ""Baking sheet"", ""Air conditioning"", ""Iron"", ""Bed linens"", ""Oven"", ""Dishes and silverware"", ""Dining table"", ""Washer"", ""TV"", ""Laundromat nearby"", ""Microwave"", ""Patio or balcony"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Wifi""]",0,4.0,0,0.0
17.0,34,Barcelona,32532,0,0,0,"[""Bed linens"", ""Oven"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Lock on bedroom door"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Stove"", ""Exterior security cameras on property"", ""Bathtub"", ""Luggage dropoff allowed"", ""Dining table"", ""Dryer"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Coffee maker"", ""Single level home"", ""Dishes and silverware"", ""Refrigerator"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",2,17.0,124,2108.0
140.0,29,Barcelona,23114,2,0,0,"[""Bed linens"", ""Oven"", ""Dishwasher"", ""Hot water"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Noise decibel monitors on property"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Exterior security cameras on property"", ""Induction stove"", ""Elevator"", ""Smoke alarm"", ""Private patio or balcony"", ""Cleaning products"", ""Coffee maker"", ""Washer \u2013\u00a0In unit"", ""Shower gel"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",53,1.0,255,35700.0
174.0,26,Barcelona,31726,2,0,0,"[""Bed linens"", ""Hot water"", ""Paid parking on premises"", ""Cooking basics"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""Backyard"", ""Board games"", ""Fire extinguisher"", ""Microwave"", ""Kitchen"", ""Stove"", ""Elevator"", ""Dedicated workspace"", ""Smoke alarm"", ""Free street parking"", ""Coffee maker"", ""Patio or balcony"", ""Laundromat nearby"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Carbon monoxide alarm"", ""Essentials"", ""Air conditioning""]",5,10.0,255,44370.0
252.0,33,Barcelona,25061,1,0,0,"[""Bed linens"", ""Oven"", ""Lockbox"", ""Self check-in"", ""Dishwasher"", ""Baby bath"", ""Private entrance"", ""Hot water"", ""Room-darkening shades"", ""High chair"", ""Paid parking on premises"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Exterior security cameras on property"", ""Luggage dropoff allowed"", ""Dryer"", ""Crib"", ""Iron"", ""Coffee maker"", ""Shower gel"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",61,2.0,255,64260.0
42.0,35,Barcelona,32591,0,0,0,"[""Bed linens"", ""Conditioner"", ""Coffee"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Lock on bedroom door"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Stove"", ""Dining table"", ""Wine glasses"", ""Portable fans"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""Heating"", ""Freezer"", ""Trash compactor"", ""Essentials""]",26,3.0,156,6552.0
115.0,16,Barcelona,30243,2,0,0,"[""Coffee maker"", ""Cooking basics"", ""Toaster"", ""Wifi"", ""Microwave"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Dishes and silverware"", ""Refrigerator"", ""Hair dryer"", ""Freezer"", ""Hot water"", ""Kitchen"", ""Air conditioning"", ""Stove""]",10,129.0,60,6900.0
153.0,61,Barcelona,27657,0,0,0,"[""Bed linens"", ""Oven"", ""Coffee"", ""Babysitter recommendations"", ""Baby bath"", ""Dishwasher"", ""Private entrance"", ""Hot water"", ""Room-darkening shades"", ""Books and reading material"", ""Body soap"", ""High chair"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Paid parking on premises"", ""Wifi"", ""Washer"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Waterfront"", ""Exercise equipment"", ""Kitchen"", ""Baking sheet"", ""Long term stays allowed"", ""Cleaning available during stay"", ""Stove"", ""Hammock"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Dryer"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Iron"", ""Smoke alarm"", ""Outdoor furniture"", ""Ethernet connection"", ""Cleaning products"", ""Patio or balcony"", ""Shower gel"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Dishes and silverware"", ""Pocket wifi"", ""Refrigerator"", ""TV"", ""Heating"", ""Carbon monoxide alarm"", ""Freezer"", ""Essentials"", ""Outdoor shower"", ""Air conditioning""]",0,17.0,0,0.0
66.0,14,Barcelona,29149,2,0,0,"[""Hair dryer"", ""Crib"", ""Dishes and silverware"", ""Heating"", ""TV"", ""Washer"", ""Wifi"", ""Dedicated workspace"", ""Kitchen"", ""Hot water"", ""Pets allowed"", ""Air conditioning"", ""Cooking basics"", ""Iron""]",6,6.0,255,16830.0
265.0,20,Barcelona,24359,1,0,0,"[""Smoking allowed"", ""Self check-in"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Building staff"", ""Dedicated workspace"", ""Iron"", ""Pets allowed"", ""Coffee maker"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",1,29.0,64,16960.0
114.0,34,Barcelona,27159,0,0,0,"[""Clothing storage: closet"", ""Freezer"", ""Pets allowed"", ""32 inch HDTV"", ""Bed linens"", ""Refrigerator"", ""Essentials"", ""Toaster"", ""Heating"", ""Outdoor furniture"", ""Hangers"", ""Dishwasher"", ""Oven"", ""Coffee maker"", ""Hot water"", ""Cooking basics"", ""Iron"", ""Washer"", ""Wifi"", ""Dedicated workspace"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hair dryer"", ""Stove"", ""Crib"", ""Dishes and silverware"", ""Air conditioning"", ""Ethernet connection"", ""Private patio or balcony"", ""Drying rack for clothing"", ""Room-darkening shades"", ""Kitchen"", ""Microwave"", ""Outdoor dining area""]",1,43.0,62,7068.0
9.0,18,Barcelona,28505,2,0,0,"[""Bed linens"", ""Coffee maker"", ""Patio or balcony"", ""Wifi"", ""Washer"", ""Portable fans"", ""City skyline view"", ""Crib"", ""Dishes and silverware"", ""Refrigerator"", ""Private entrance"", ""Hair dryer"", ""TV"", ""Freezer"", ""Kitchen"", ""Essentials"", ""Dishwasher"", ""Stove""]",9,454.0,54,501444.0
312.0,29,Barcelona,22927,1,0,0,"[""Bed linens"", ""Oven"", ""Lockbox"", ""Self check-in"", ""Baby bath"", ""Hot water"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Noise decibel monitors on property"", ""Hangers"", ""Hair dryer"", ""Kitchen"", ""Stove"", ""Exterior security cameras on property"", ""Crib"", ""Iron"", ""Smoke alarm"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",42,38.0,252,78624.0
144.0,27,Barcelona,23927,2,0,0,"[""Bed linens"", ""Self check-in"", ""Hot water"", ""Paid parking garage off premises"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Breakfast"", ""Shampoo"", ""Fire extinguisher"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Long term stays allowed"", ""Keypad"", ""Luggage dropoff allowed"", ""Elevator"", ""Iron"", ""Coffee maker"", ""Laundromat nearby"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",49,8.0,255,36720.0
135.0,25,Barcelona,26785,2,0,0,"[""Oven"", ""High chair"", ""TV with standard cable"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Hair dryer"", ""Kitchen"", ""Toaster"", ""Dining table"", ""Dryer"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Air conditioning"", ""Iron"", ""Coffee maker"", ""Patio or balcony"", ""Refrigerator"", ""Heating"", ""Freezer"", ""Essentials"", ""Dishwasher""]",2,152.0,12,1620.0
64.0,17,Barcelona,28854,2,0,0,"[""Coffee maker"", ""Wifi"", ""Shower gel"", ""Washer"", ""Oven"", ""Conditioner"", ""Shampoo"", ""Dedicated workspace"", ""Dishes and silverware"", ""Host greets you"", ""Hair dryer"", ""Iron"", ""Hot water"", ""Kitchen"", ""Essentials"", ""Air conditioning"", ""Cleaning products""]",4,31.0,255,16320.0
50.0,21,Barcelona,28152,2,0,0,"[""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Wifi"", ""Washer"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Long term stays allowed"", ""Bidet"", ""Luggage dropoff allowed"", ""Elevator"", ""Iron"", ""Smoke alarm"", ""Laundromat nearby"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Heating"", ""Essentials"", ""Air conditioning""]",0,4.0,0,0.0
39.0,28,Barcelona,29963,2,0,0,"[""Bed linens"", ""Hot water"", ""Room-darkening shades"", ""Central air conditioning"", ""Cooking basics"", ""Coffee maker: pour-over coffee"", ""Wifi"", ""Backyard"", ""Microwave"", ""Paid dryer \u2013 In unit"", ""Hangers"", ""First aid kit"", ""Hair dryer"", ""Kitchen"", ""Hot water kettle"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Cleaning products"", ""Radiant heating"", ""Drying rack for clothing"", ""Paid washer \u2013 In unit"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Freezer"", ""Dishwasher""]",7,1.0,255,9945.0
336.0,20,Barcelona,33224,1,0,0,"[""Bed linens"", ""Self check-in"", ""Hot water"", ""Smart lock"", ""Crib - available upon request"", ""Wifi"", ""Washer"", ""Microwave"", ""Fire extinguisher"", ""Hair dryer"", ""Kitchen"", ""Paid parking lot off premises"", ""Air conditioning"", ""Iron"", ""Coffee maker"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Dishwasher""]",5,20.0,30,10080.0
173.0,27,Barcelona,33249,2,0,0,"[""Bed linens"", ""Oven"", ""Dryer \u2013\u00a0In unit"", ""Lockbox"", ""Self check-in"", ""Dishwasher"", ""Private entrance"", ""Hot water"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Elevator"", ""Crib"", ""Iron"", ""Pets allowed"", ""Washer \u2013\u00a0In unit"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",0,171.0,0,0.0
228.0,6,Barcelona,32995,2,0,0,"[""Wifi"", ""Lock on bedroom door"", ""Washer"", ""TV"", ""Kitchen"", ""Air conditioning""]",0,16.0,0,0.0
383.0,27,Barcelona,31121,1,0,0,"[""Bed linens"", ""Oven"", ""Self check-in"", ""Dishwasher"", ""Hot water"", ""Smart lock"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Noise decibel monitors on property"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Toaster"", ""Hot water kettle"", ""Elevator"", ""Iron"", ""Cleaning products"", ""Coffee maker"", ""Shower gel"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Essentials"", ""Air conditioning""]",26,224.0,156,59748.0
138.0,40,Barcelona,21822,0,0,0,"[""Bed linens"", ""Smoking allowed"", ""Oven"", ""Central heating"", ""Coffee"", ""Hot water"", ""Body soap"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Kitchen"", ""Stove"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Wine glasses"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Host greets you"", ""Iron"", ""Smoke alarm"", ""Outdoor furniture"", ""Outdoor dining area"", ""Private patio or balcony"", ""Cleaning products"", ""Shower gel"", ""Private backyard"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Pocket wifi"", ""Refrigerator"", ""TV"", ""Carbon monoxide alarm"", ""Freezer"", ""Essentials""]",34,11.0,255,35190.0
382.0,36,Barcelona,34114,1,0,0,"[""Bed linens"", ""Oven"", ""Dishwasher"", ""Hot water"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Safe"", ""Iron"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",0,356.0,0,0.0
87.0,42,Barcelona,23382,0,0,0,"[""Bed linens"", ""HDTV"", ""Clothing storage: walk-in closet and closet"", ""Oven"", ""Dishwasher"", ""Baby bath"", ""Hot water"", ""Room-darkening shades"", ""Books and reading material"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Wifi"", ""Board games"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Paid parking lot on premises"", ""Induction stove"", ""Toaster"", ""Folding or convertible high chair - always at the listing"", ""Dining table"", ""Wine glasses"", ""Extra pillows and blankets"", ""Elevator"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Free washer \u2013 In unit"", ""Private patio or balcony"", ""Private backyard"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Dishes and silverware"", ""Refrigerator"", ""Free dryer \u2013 In unit"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",0,3.0,0,0.0
261.0,35,Barcelona,30424,1,0,0,"[""Bed linens"", ""Smoking allowed"", ""Oven"", ""Private entrance"", ""Hot water"", ""High chair"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""First aid kit"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Iron"", ""Smoke alarm"", ""Outdoor furniture"", ""Pets allowed"", ""Ethernet connection"", ""Coffee maker"", ""Shower gel"", ""Paid parking off premises"", ""Dishes and silverware"", ""Refrigerator"", ""Carbon monoxide alarm"", ""TV"", ""Heating"", ""Essentials"", ""Air conditioning""]",8,29.0,48,12528.0
76.0,24,Barcelona,34478,2,0,0,"[""Dishwasher"", ""Dedicated workspace"", ""Refrigerator"", ""Outdoor dining area"", ""Elevator"", ""Room-darkening shades"", ""Hot water kettle"", ""Kitchen"", ""Air conditioning"", ""Bed linens"", ""Oven"", ""Toaster"", ""Dishes and silverware"", ""Dining table"", ""Washer"", ""TV"", ""Other stove"", ""Central heating"", ""Microwave"", ""Patio or balcony"", ""Hot water"", ""Cooking basics"", ""Freezer"", ""Wifi""]",0,45.0,0,0.0
81.0,13,Barcelona,34799,2,0,0,"[""Hair dryer"", ""Blanca shampoo"", ""Dishes and silverware"", ""Oven"", ""TV"", ""Hangers"", ""Kitchen"", ""Hot water"", ""Air conditioning"", ""Cooking basics"", ""Wifi"", ""Lock on bedroom door"", ""Drying rack for clothing""]",7,4.0,42,3402.0
440.0,47,Barcelona,33718,1,0,0,"[""Bed linens"", ""Oven"", ""Conditioner"", ""Coffee"", ""Lockbox"", ""Self check-in"", ""Dishwasher"", ""Hot water"", ""Room-darkening shades"", ""Books and reading material"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Clothing storage"", ""Hair dryer"", ""Cleaning available during stay"", ""Long term stays allowed"", ""Kitchen"", ""Baking sheet"", ""Stove"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Dryer"", ""Portable fans"", ""Extra pillows and blankets"", ""Elevator"", ""Dedicated workspace"", ""Iron"", ""Outdoor furniture"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Shower gel"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Dishes and silverware"", ""Paid parking off premises"", ""Refrigerator"", ""TV"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",0,3.0,0,0.0
110.0,5,Barcelona,31078,2,0,0,"[""Wifi"", ""Lock on bedroom door"", ""Washer"", ""Dedicated workspace"", ""Kitchen""]",0,1.0,0,0.0
220.0,7,Barcelona,26320,2,0,0,"[""Wifi"", ""Elevator"", ""Dedicated workspace"", ""TV"", ""Hair dryer"", ""Heating"", ""Essentials""]",1,4.0,6,1320.0
86.0,26,Barcelona,32965,2,0,0,"[""Shower gel"", ""Freezer"", ""Bed linens"", ""Dining table"", ""Refrigerator"", ""Essentials"", ""Heating"", ""Hangers"", ""Oven"", ""Coffee maker"", ""Hot water"", ""Cooking basics"", ""Iron"", ""Wifi"", ""Dedicated workspace"", ""Shampoo"", ""Wine glasses"", ""Hair dryer"", ""Stove"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Air conditioning"", ""Room-darkening shades"", ""Kitchen"", ""Hot water kettle"", ""Clothing storage""]",36,2.0,255,21930.0
268.0,24,Barcelona,26056,1,0,0,"[""Bed linens"", ""HDTV"", ""Coffee"", ""Self check-in"", ""Hot water"", ""Room-darkening shades"", ""Body soap"", ""Coffee maker: Nespresso"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Keypad"", ""Toaster"", ""Portable heater"", ""Hot water kettle"", ""Elevator"", ""Air conditioning"", ""Shower gel"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Essentials"", ""Mini fridge""]",5,11.0,30,8040.0
323.0,45,Barcelona,22997,1,0,0,"[""Bed linens"", ""Coffee"", ""Lockbox"", ""Self check-in"", ""Babysitter recommendations"", ""Dishwasher"", ""Hot water"", ""Room-darkening shades"", ""High chair"", ""Body soap"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Exterior security cameras on property"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""40 inch HDTV with Chromecast"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Safe"", ""Iron"", ""Coffee maker"", ""Patio or balcony"", ""Shower gel"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Dishes and silverware"", ""Paid parking off premises"", ""Refrigerator"", ""Heating"", ""Freezer"", ""Essentials"", ""Air conditioning""]",29,38.0,174,56202.0
24.0,4,Barcelona,33234,2,0,0,"[""Kitchen"", ""Wifi"", ""Lock on bedroom door"", ""Dedicated workspace""]",0,4.0,0,0.0
22.0,42,Barcelona,31100,0,0,0,"[""Bed linens"", ""Ceiling fan"", ""Smoking allowed"", ""Oven"", ""Hot water"", ""Room-darkening shades"", ""High chair"", ""TV with standard cable"", ""Body soap"", ""Cooking basics"", ""Children\u2019s dinnerware"", ""Wifi"", ""Washer"", ""Lock on bedroom door"", ""Microwave"", ""Hangers"", ""First aid kit"", ""Clothing storage"", ""Long term stays allowed"", ""Bidet"", ""Kitchen"", ""Luggage dropoff allowed"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Portable fans"", ""City skyline view"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Crib"", ""Dedicated workspace"", ""Iron"", ""Cleaning products"", ""Coffee maker"", ""Patio or balcony"", ""Shower gel"", ""Drying rack for clothing"", ""Dishes and silverware"", ""Refrigerator"", ""Blender"", ""Heating"", ""Essentials""]",9,24.0,255,5610.0
138.0,26,Barcelona,34880,2,0,0,"[""Bed linens"", ""Oven"", ""Lockbox"", ""Self check-in"", ""Private entrance"", ""Hot water"", ""High chair"", ""Cooking basics"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hangers"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Elevator"", ""Crib"", ""Air conditioning"", ""Iron"", ""Pets allowed"", ""Washer \u2013\u00a0In unit"", ""Refrigerator"", ""TV"", ""Heating"", ""Essentials"", ""Dishwasher""]",0,171.0,0,0.0
144.0,39,Barcelona,21985,0,0,0,"[""Host greets you"", ""Paid parking off premises"", ""Shower gel"", ""Portable fans"", ""Freezer"", ""Bed linens"", ""Electric stove"", ""Dining table"", ""Refrigerator"", ""Elevator"", ""Bathtub"", ""Essentials"", ""Toaster"", ""Heating"", ""Ceiling fan"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hangers"", ""Body soap"", ""Dishwasher"", ""Oven"", ""Coffee maker"", ""Hot water"", ""Iron"", ""Washer"", ""Wifi"", ""Shampoo"", ""Extra pillows and blankets"", ""Wine glasses"", ""AC - split type ductless system"", ""Hair dryer"", ""Laundromat nearby"", ""Dishes and silverware"", ""Room-darkening shades"", ""TV"", ""Crib - available upon request"", ""Kitchen"", ""Hot water kettle"", ""Microwave"", ""Clothing storage""]",28,19.0,168,24192.0
182.0,5,Barcelona,31445,2,0,0,"[""Washer"", ""TV"", ""Piano"", ""Pets allowed"", ""Wifi""]",3,4.0,30,5460.0
319.0,47,Barcelona,25536,1,0,0,"[""Bed linens"", ""Private entrance"", ""Hot water"", ""Room-darkening shades"", ""High chair"", ""Body soap"", ""Coffee maker: Nespresso"", ""Cooking basics"", ""Wifi"", ""Washer"", ""Microwave"", ""Fire extinguisher"", ""Hangers"", ""First aid kit"", ""Clothing storage"", ""Hair dryer"", ""Long term stays allowed"", ""Kitchen"", ""Stove"", ""Toaster"", ""Luggage dropoff allowed"", ""Dining table"", ""Pack \u2019n play/Travel crib"", ""Wine glasses"", ""Dryer"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Elevator"", ""Crib"", ""Dedicated workspace"", ""Host greets you"", ""Iron"", ""Smoke alarm"", ""Pets allowed"", ""Ethernet connection"", ""Cleaning products"", ""Shower gel"", ""Drying rack for clothing"", ""Laundromat nearby"", ""Dishes and silverware"", ""Refrigerator"", ""TV"", ""Heating"", ""Carbon monoxide alarm"", ""Freezer"", ""Essentials"", ""Air conditioning""]",34,3.0,204,65076.0
